Geneid	Chr	Start	End	Strand	Length	cont_1	cont_2	cont_3	KD_1	KD_2	KD_3
ENSMUSG00000047161	18;18;18;18;18;18	15610433;15653799;15656622;15772191;15876417;15918489	15611836;15653836;15656679;15772229;15876633;15918666	-;-;-;-;-;-	1934	5	4	4	6	3	5
ENSMUSG00000058064	18	15991296	15991878	+	583	1308	1464	1389	1458	1347	1154
ENSMUSG00000089454	18	16033170	16033298	+	129	0	0	0	0	0	0
ENSMUSG00000043223	18;18	16146864;16148186	16147977;16148219	+;+	1148	174	227	183	157	141	133
ENSMUSG00000088818	18	16192255	16192555	+	301	0	0	0	0	0	0
ENSMUSG00000080671	18	16327462	16327550	-	89	0	0	1	0	0	1
ENSMUSG00000084643	18	16379528	16379877	-	350	0	0	0	0	0	0
ENSMUSG00000063628	18	16433157	16433453	-	297	1	2	0	1	1	0
ENSMUSG00000024304	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	16747386;16760131;16780637;16782660;16783229;16786077;16787968;16790713;16791517;16798931;16802439;16804981;16806996;16808781;16828467;16929906;16966844	16748862;16760295;16780776;16782893;16783462;16786219;16788221;16790898;16791654;16799103;16802583;16805136;16807142;16809007;16828578;16933128;16967755	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8066	18521	20401	18717	20528	18033	17663
ENSMUSG00000085575	18;18	16887242;16887986	16887297;16888187	+;+	258	0	0	0	0	0	0
ENSMUSG00000086095	18;18;18	16974916;16975505;16978474	16974998;16975579;16981292	+;+;+	2977	16	15	10	18	15	9
ENSMUSG00000082608	18	16997826	16998466	-	641	0	0	0	0	0	0
ENSMUSG00000087170	18;18;18;18;18;18;18;18;18;18;18	17177560;17190935;17194017;17194701;17197074;17203879;17205761;17280762;17284240;17287904;17295648	17177673;17191124;17194373;17194799;17197163;17204021;17206077;17280856;17284349;17288216;17296068	+;+;+;+;+;+;+;+;+;+;+	2249	0	0	0	0	0	2
ENSMUSG00000077305	18	17193171	17193300	+	130	0	0	0	0	0	0
ENSMUSG00000088350	18	17285080	17285311	-	232	0	0	0	0	0	0
ENSMUSG00000093274	18	18258069	18258169	+	101	0	0	0	0	0	0
ENSMUSG00000087960	18	19865594	19865890	+	297	0	0	0	0	0	0
ENSMUSG00000088417	18	20015386	20015483	+	98	0	0	0	0	0	0
ENSMUSG00000059898	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	20119431;20122150;20124129;20124721;20126720;20129879;20132285;20132541;20139102;20139620;20142037;20144132;20145471;20146774;20148013;20150013;20160358	20122070;20122192;20124383;20124842;20126944;20130103;20132427;20132800;20139287;20139754;20142203;20144276;20145626;20146893;20148212;20150097;20160598	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5348	15	8	9	7	14	7
ENSMUSG00000024331	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	20189134;20193086;20193777;20196554;20199936;20200198;20202227;20202642;20203905;20204736;20205566;20206776;20207284;20208507;20209677;20217685	20191823;20193210;20194013;20196778;20200078;20200454;20202412;20202776;20204071;20204880;20205721;20206895;20207318;20208706;20209761;20218055	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5277	53	63	60	110	102	95
ENSMUSG00000044322	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	20243204;20244336;20245150;20245976;20246802;20248039;20253018;20253279;20254473;20255674;20257512;20260325;20266141;20267313;20268545;20270464;20272995	20244252;20244381;20245371;20246100;20247041;20248251;20253160;20253538;20254658;20255808;20257678;20260469;20266296;20267432;20268747;20270548;20273274	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3775	75	116	90	153	152	120
ENSMUSG00000034774	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	20405841;20422786;20423330;20424558;20426315;20428804;20430426;20430852;20433105;20433671;20435392;20437714;20438153;20440350;20441555	20405988;20422821;20423461;20424713;20426459;20428970;20430560;20431037;20433373;20433810;20435577;20437841;20438225;20440558;20443532	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4088	0	1	2	1	0	1
ENSMUSG00000069441	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	20469312;20478796;20479425;20480698;20482445;20485122;20486738;20487164;20489956;20490520;20491981;20494403;20495292;20497139;20498527	20469566;20478831;20479556;20480853;20482589;20485288;20486872;20487349;20490215;20490659;20492310;20494539;20495364;20497347;20501851	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5686	0	0	0	3	0	0
ENSMUSG00000061928	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	20535230;20546637;20547360;20548635;20550382;20552832;20554394;20554820;20555796;20556360;20557807;20563274;20563721;20565898;20567102	20535483;20546672;20547491;20548790;20550526;20552998;20554528;20555005;20556055;20556499;20558145;20563410;20563793;20566106;20568697	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3965	8	3	5	10	0	2
ENSMUSG00000001804	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	20594676;20604758;20605325;20607716;20608180;20610249;20611440;20613158;20614003;20614494;20614756;20614987;20615066;20615296;20616984;20619734;20620879;20623318;20623610;20624976;20629334	20594857;20604793;20605456;20607871;20608324;20610415;20611574;20613373;20614030;20614520;20614789;20614998;20615106;20615572;20617123;20619952;20621219;20623535;20623673;20625184;20630322	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3768	0	0	0	1	1	0
ENSMUSG00000056632	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	20668805;20678268;20678984;20679958;20680521;20682093;20683060;20683648;20686106;20687452;20689859;20691876;20695326;20695746;20696842;20698097;20702528;20703725;20705343	20668923;20678303;20679115;20680113;20680665;20682259;20683188;20683833;20686377;20687591;20690086;20692130;20695468;20695809;20697062;20699811;20702568;20703831;20705360	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4274	1	0	0	3	0	1
ENSMUSG00000044393	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	20716575;20731990;20733441;20737541;20737835;20739013;20741209;20741438;20748449;20750335;20750773;20752565;20754461;20756840;20759814	20716845;20732025;20733575;20737702;20737979;20739179;20741417;20744054;20748714;20750477;20751000;20752792;20754582;20757169;20763022	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8268	4	6	2	8	4	6
ENSMUSG00000085595	18;18;18	20756465;20757412;20822944	20757183;20757578;20823761	-;-;-	1704	0	1	0	0	0	0
ENSMUSG00000061808	18;18;18;18	20823751;20824957;20828480;20832132	20824008;20825087;20828615;20832825	+;+;+;+	1219	0	0	0	4	3	0
ENSMUSG00000091449	18	20841060	20841504	-	445	403	367	142	171	124	275
ENSMUSG00000056124	18;18;18;18;18;18;18;18;18	20843100;20847436;20847722;20850893;20859240;20864906;20878530;20886463;20903854	20846969;20847537;20847844;20851080;20859356;20865030;20878643;20886579;20904905	-;-;-;-;-;-;-;-;-	5808	3772	4071	3667	3065	2657	2707
ENSMUSG00000033382	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	20975725;20977725;20979379;20983468;20986970;20989951;20990111;20991451;20993447;20995248;21000029;21002625;21004079;21004646;21005619;21009399;21011131;21013446;21018934;21021396;21021969;21023528;21024451;21026261;21029100;21032384;21033116;21043564;21054412	20976812;20977814;20979524;20983569;20987149;20990009;20990179;20991547;20993594;20995690;21000183;21002751;21004153;21005080;21005813;21009507;21011355;21013577;21019039;21021496;21022119;21023643;21024707;21026354;21029253;21032558;21033205;21043758;21054579	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5482	5256	5775	5377	4035	3563	3602
ENSMUSG00000088549	18	21002948	21003093	-	146	2	0	4	3	1	2
ENSMUSG00000033107	18;18;18;18;18;18;18	21103126;21120138;21132800;21136230;21137552;21139672;21141600	21103258;21120301;21132956;21136324;21137642;21139779;21142349	+;+;+;+;+;+;+	1498	101	121	124	80	69	76
ENSMUSG00000024317	18;18;18;18;18;18;18;18	21159842;21160458;21167226;21169178;21176320;21179389;21182910;21184587	21160041;21160670;21167391;21169293;21176376;21179500;21183017;21186724	+;+;+;+;+;+;+;+	3110	2493	2665	2451	2156	1917	1970
ENSMUSG00000024313	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	21229286;21230845;21233423;21234152;21234848;21238931;21242580;21244663;21247046;21247826;21249575;21251722;21253425;21254630;21255789;21258545	21229391;21230937;21233441;21234202;21234888;21239009;21242697;21244841;21247264;21247978;21249790;21252165;21253604;21254762;21255993;21258700	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2392	0	0	0	1	0	0
ENSMUSG00000062962	18	21235168	21235611	-	444	1	0	0	1	0	1
ENSMUSG00000042680	18;18;18;18;18;18	21285702;21289834;21306233;21327237;21394502;21458151	21288523;21290000;21307405;21327367;21394642;21458639	-;-;-;-;-;-	4923	2183	2535	2252	2264	1923	2051
ENSMUSG00000077588	18	21460699	21460808	+	110	0	0	0	0	0	0
ENSMUSG00000070226	18	21539326	21539432	-	107	0	0	0	0	0	0
ENSMUSG00000042514	18;18;18;18;18;18;18;18;18	21708878;21713113;21716299;21716538;21724012;21731199;21783078;21809917;21812856	21711143;21713270;21716457;21716728;21724090;21731288;21783199;21810912;21813219	-;-;-;-;-;-;-;-;-	4425	3	1	0	0	2	2
ENSMUSG00000043168	18;18;18;18	21809949;21810795;21812310;21813523	21810440;21812014;21812514;21814606	+;+;+;+	3001	0	0	0	0	0	0
ENSMUSG00000024306	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	21969398;22003390;22073448;22175841;22177482;22179323;22181498;22183248;22192042;22225841;22226131;22256141;22264041;22268182;22279027;22288598;22289916;22293579;22303955;22305445;22308912;22312990;22324955;22329873	21970081;22003524;22073597;22176000;22177627;22179436;22181659;22183310;22192225;22225977;22226226;22256294;22264183;22268402;22279227;22288677;22289938;22293718;22304044;22305504;22308995;22313119;22325037;22329897	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3465	1	0	1	4	0	3
ENSMUSG00000045215	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	22503384;22503590;22533634;22551145;22565472;22568419;22570002;22593055;22610830;22612083;22623878;22667632;22670573;22674371;22680304	22503481;22503667;22537451;22551353;22565474;22568530;22570110;22593176;22610947;22612202;22624041;22667728;22670678;22676324;22688728	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	15533	1133	1355	1203	999	891	924
ENSMUSG00000080651	18	22553872	22553959	+	88	0	0	0	0	0	0
ENSMUSG00000041923	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	22851656;22877480;22910428;22928245;22929182;22981788;22986787;23009139;23071083;23079316;23080347;23109666;23110662;23197059;23197368;23198280	22853635;22877657;22910541;22928436;22929361;22982071;22986863;23009255;23071215;23079428;23080458;23109706;23110811;23197157;23197440;23200154	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5718	501	583	496	537	480	500
ENSMUSG00000092708	18	22884376	22884651	+	276	6	3	6	4	4	3
ENSMUSG00000077680	18	23305595	23305720	+	126	0	0	0	0	0	0
ENSMUSG00000024302	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	23573916;23633617;23655336;23655980;23693663;23704187;23707614;23728063;23741585;23748690;23751473;23753960;23755935;23758904;23760932;23761092;23762466;23768965;23769565;23779888;23780468;23783583;23789833;23791719;23794161;23801648;23804698;23805389;23810017;23811830;23814314	23574126;23633743;23655601;23656204;23693730;23704267;23708462;23728276;23741670;23748844;23751578;23754126;23756059;23758912;23760999;23761175;23762731;23769042;23769657;23779975;23780565;23783696;23789929;23792913;23794199;23801807;23804787;23805554;23810149;23811878;23818215	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9409	7016	7725	7404	8919	7473	7436
ENSMUSG00000086287	18;18;18	23908948;23910081;23910746	23909060;23910324;23910806	-;-;-	418	3	10	12	10	10	5
ENSMUSG00000024277	18;18;18;18;18;18;18;18;18;18;18	23910834;23912226;23931105;23955934;23962485;23991354;24012155;24016445;24036445;24042039;24049358	23910921;23912370;23933185;23956498;23962722;23992294;24012300;24019138;24036584;24042197;24052362	+;+;+;+;+;+;+;+;+;+;+	10202	3706	3917	3705	3216	2822	2771
ENSMUSG00000089290	18	23975771	23975872	-	102	0	0	0	0	0	0
ENSMUSG00000091818	18;18	24103451;24103513	24103510;24104135	+;+	683	12	7	16	19	9	20
ENSMUSG00000024276	18;18;18;18	24113189;24114840;24115556;24118517	24113362;24115354;24115697;24123172	+;+;+;+	5487	5091	5249	4932	3993	3622	3595
ENSMUSG00000024274	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	24123319;24125865;24126661;24126946;24127451;24127765;24128137;24128358;24128777;24128920;24129072;24129156;24129428;24129877;24140026	24124004;24125889;24126698;24126954;24127483;24127782;24128177;24128366;24128819;24128937;24129112;24129168;24129653;24130346;24140056	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1701	101	88	92	64	61	65
ENSMUSG00000063281	18;18;18	24148133;24148679;24161151	24148232;24148891;24163877	+;+;+	3040	1767	1890	1822	1286	1177	1132
ENSMUSG00000051469	18;18;18;18;18	24168203;24175785;24176169;24178333;24179213	24173186;24175932;24176669;24178871;24179311	-;-;-;-;-	6271	8976	9300	8666	8455	7717	7741
ENSMUSG00000047989	18;18;18;18;18;18;18	24263258;24267238;24270216;24271162;24272578;24273231;24280150	24265159;24267383;24270283;24271273;24272688;24273414;24280454	-;-;-;-;-;-;-	2828	1982	2164	1903	1625	1390	1405
ENSMUSG00000000420	18;18;18;18;18;18;18;18;18;18;18;18;18;18	24363845;24364268;24391100;24396743;24404551;24413019;24422826;24426029;24427949;24430087;24431163;24438445;24440603;24443211	24364019;24364852;24391154;24396986;24404725;24413185;24423033;24426199;24428066;24430267;24431302;24438543;24441692;24445319	+;+;+;+;+;+;+;+;+;+;+;+;+;+	5517	10827	11775	10953	8778	7830	7972
ENSMUSG00000091363	18	24415879	24417357	+	1479	91	91	95	79	58	76
ENSMUSG00000065532	18	24587611	24587671	-	61	0	0	0	0	0	0
ENSMUSG00000024273	18;18;18;18;18	24629362;24629563;24631451;24634026;24635770	24629481;24629585;24631650;24634225;24636266	+;+;+;+;+	1040	418	408	421	455	367	385
ENSMUSG00000040446	18;18;18;18;18;18;18	24643463;24665335;24665606;24666495;24666671;24668294;24688417	24646832;24665510;24665732;24666592;24666777;24668423;24688705	-;-;-;-;-;-;-	4297	3889	4215	3804	2875	2628	2548
ENSMUSG00000080588	18	24717103	24717223	+	121	0	0	0	0	0	0
ENSMUSG00000024270	18;18;18;18;18;18;18;18;18;18	24738382;24740809;24742521;24743627;24748248;24754767;24756244;24757731;24759316;24761613	24739578;24741008;24742601;24744004;24748353;24754985;24756413;24757921;24760140;24762318	-;-;-;-;-;-;-;-;-;-	4073	7185	7627	7147	5843	5219	4993
ENSMUSG00000024271	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	24762462;24765358;24768131;24770414;24770949;24772917;24773662;24774390;24775902;24777579;24777883;24780580;24780980;24784013;24784626;24784889;24785496;24789860;24791260;24792840;24793402;24796895	24762633;24765436;24768201;24770570;24771026;24772981;24773728;24774527;24775997;24777679;24778014;24780738;24781168;24784079;24784718;24784946;24785568;24790052;24791381;24792973;24793509;24798008	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3466	10769	11541	10773	9957	8636	8466
ENSMUSG00000039616	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	24812192;24818491;24822518;24824511;24829066;24832732;24835061;24837887;24841630;24845128;24847439;24851019;24854375;24858354;24859887	24812568;24818580;24822584;24825152;24829142;24832931;24835177;24838312;24841792;24845206;24847563;24851124;24854513;24858458;24860057	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2884	16	8	9	8	2	8
ENSMUSG00000084472	18	24844669	24844783	-	115	0	0	0	0	0	0
ENSMUSG00000054745	18	24867541	24867849	-	309	0	0	0	0	0	2
ENSMUSG00000034295	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	24867946;24912720;24928984;25056138;25062394;25127661;25143715;25148474;25152917;25160292;25179163;25181123;25186566;25214761;25218827;25224718;25243835;25248531;25260027;25268556;25271047;25272011;25274200;25278620;25284244;25289034;25291412	24868274;24912826;24929048;25056205;25062499;25127755;25143826;25148568;25153060;25160533;25179258;25181479;25186670;25214895;25218877;25224926;25244113;25249408;25260185;25268738;25271166;25272172;25274390;25278812;25284418;25289195;25292001	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5408	565	693	588	506	402	437
ENSMUSG00000088920	18	24919664	24919940	+	277	0	0	0	0	0	0
ENSMUSG00000024269	18;18;18;18;18;18;18;18	25285724;25294538;25298947;25300022;25307615;25309701;25316745;25327028	25288404;25297640;25299107;25300138;25307743;25309788;25316824;25327508	-;-;-;-;-;-;-;-	6840	1981	2251	2046	1520	1389	1416
ENSMUSG00000033632	18;18;18;18;18;18;18;18;18;18;18;18;18;18	25327500;25333188;25333844;25340556;25347061;25362362;25373014;25392415;25448440;25498215;25503365;25558427;25578468;25622118	25327587;25333223;25333986;25340650;25347734;25362477;25373021;25392532;25449409;25498885;25503463;25558608;25578576;25625822	+;+;+;+;+;+;+;+;+;+;+;+;+;+	7014	1042	1172	1118	860	743	747
ENSMUSG00000089908	18	25550302	25550833	+	532	6	4	5	3	6	3
ENSMUSG00000024268	18;18;18;18;18;18;18;18;18;18;18;18;18	25636133;25645295;25649582;25654723;25655966;25659702;25661434;25662640;25662990;25663391;25696178;25837914;25911843	25638212;25645466;25649725;25654803;25656031;25659851;25661581;25662783;25663069;25663519;25696256;25837996;25912484	-;-;-;-;-;-;-;-;-;-;-;-;-	3998	107	121	105	232	211	208
ENSMUSG00000084537	18	25756646	25756955	-	310	0	0	0	0	0	0
ENSMUSG00000087121	18	25982082	25982858	-	777	8	10	4	4	3	5
ENSMUSG00000088098	18	26653936	26654066	+	131	0	0	0	0	0	0
ENSMUSG00000087879	18	27086603	27086830	-	228	0	0	0	0	0	0
ENSMUSG00000046636	18;18	27757145;27758048	27757894;27758260	+;+	963	345	403	398	506	373	386
ENSMUSG00000087940	18	28468261	28468392	+	132	0	0	0	0	0	0
ENSMUSG00000033628	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	30432401;30433923;30436626;30441611;30448405;30450125;30452713;30453273;30453990;30458227;30462574;30463220;30464629;30470801;30472206;30476497;30479155;30479888;30481824;30483176;30484198;30489883;30492815;30495748;30502375;30503605;30507377	30432672;30434111;30436769;30441740;30448491;30450220;30452784;30453377;30454082;30458412;30462728;30463310;30464696;30470979;30472322;30476628;30479283;30479957;30481888;30483260;30484272;30490622;30492983;30495838;30502770;30503730;30507780	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4466	2291	2307	2321	1677	1571	1586
ENSMUSG00000091785	18	30618737	30619213	-	477	0	0	0	1	1	1
ENSMUSG00000088126	18	30636061	30636172	+	112	0	0	0	0	0	0
ENSMUSG00000055771	18	30654655	30655029	-	375	6	7	8	3	2	1
ENSMUSG00000080555	18	30929125	30929217	-	93	0	0	0	0	0	0
ENSMUSG00000057455	18;18;18;18;18;18	31133143;31312925;31365720;31372312;31402775;31476495	31135158;31313550;31366991;31372386;31402831;31476944	-;-;-;-;-;-	4496	4	5	0	6	6	0
ENSMUSG00000076996	18	31549648	31549757	-	110	0	0	0	1	0	0
ENSMUSG00000024261	18;18;18;18	31597462;31601247;31603105;31606788	31600144;31601367;31603919;31607069	-;-;-;-	3901	18	19	17	73	74	57
ENSMUSG00000085520	18;18;18	31599972;31603174;31606547	31600082;31603355;31608753	+;+;+	2500	0	0	0	0	0	0
ENSMUSG00000077169	18	31625889	31626021	-	133	0	0	0	0	0	0
ENSMUSG00000024259	18;18;18;18;18;18;18;18;18	31739822;31754231;31756693;31759786;31762377;31765407;31766876;31769183;31770087	31743423;31754288;31756749;31759886;31762454;31765464;31766918;31769556;31770183	-;-;-;-;-;-;-;-;-	4468	4746	5028	4776	4456	3740	3739
ENSMUSG00000092124	18	31769166	31770405	+	1240	31	33	23	26	32	24
ENSMUSG00000024260	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	31794025;31795636;31806695;31807788;31809199;31810145;31813156;31825995;31826290;31826559;31834009;31837010;31840023;31841661;31849052;31858176;31870852;31871263;31874995;31880311;31881826	31794143;31795753;31806930;31807946;31809310;31810269;31813280;31826142;31826380;31826663;31834150;31837131;31840325;31841838;31849156;31858534;31871100;31871388;31875098;31880424;31882715	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4030	6027	6978	6476	5734	4958	4963
ENSMUSG00000041915	18;18;18;18;18;18;18;18;18	31919534;31920730;31921434;31931324;31933890;31934291;31935641;31938511;31940298	31919848;31920841;31921544;31931768;31934000;31934405;31935731;31938607;31942381	+;+;+;+;+;+;+;+;+	3481	5176	5694	5230	4446	3794	4112
ENSMUSG00000086768	18;18;18	31940880;31945204;31948412	31942176;31945408;31948699	-;-;-	1790	44	61	80	57	70	50
ENSMUSG00000024258	18;18;18;18	31948813;31951494;31954942;31955704	31948898;31951674;31955037;31956296	+;+;+;+	956	3279	3447	3098	3090	2854	2702
ENSMUSG00000024400	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	31963711;31986916;31988886;31989529;31992964;31993237;31995038;32001090;32037678;32039325;32039592;32040826;32045030;32045671;32046309;32047351;32047724;32052644;32056255;32061978;32062236;32063890;32066420	31963908;31987142;31988954;31989633;31993059;31993388;31995135;32001296;32037804;32039479;32039670;32040936;32045124;32045757;32046448;32047503;32048794;32052752;32056690;32062141;32062331;32064105;32068641	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6413	6538	7082	6413	5993	4905	5053
ENSMUSG00000091561	18;18;18	31979516;31979784;31979957	31979582;31979860;31980067	-;-;-	255	0	0	0	0	0	0
